Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP1468,Style Your Home Story,Influencer Marketing,2022-11-18,2024-04-15,51452.2,11371.3,3158.6,4332.535,16062.926,Bucharest,55+,Male
CMP1469,Furniture Refresh Revolution,Email,2022-09-11,2024-02-22,46515.4,35978.8,34421.6,5492.037,16669.333,Timișoara,25-34,Female
CMP1470,Comfort & Chic Challenge,Email,2022-09-04,2024-01-30,3163.7,2323.9,895.9,3293.24,13005.459,Cluj-Napoca,55+,Female
CMP1471,Timeless Trends Transformation,Influencer Marketing,2022-10-04,2024-03-12,59369.1,43015.1,38346.9,7619.264,19815.863,Iași,25-34,Female
CMP1472,Design Your Dream Space,Email,2023-01-26,2024-06-26,79339,14864.8,7446,6782.983,10691.827,Iași,55+,Female
CMP1473,Timeless Trends Transformation,Paid Ads,2022-09-14,2024-02-04,6135.3,618.8,540.6,2231.301,3695.137,Timișoara,18-24,Female
CMP1474,Style Your Home Story,Email,2022-10-01,2024-02-27,77101.8,71080.4,41242,5324.145,13194.159,Brașov,35-44,Female
CMP1475,Furniture Refresh Revolution,Paid Ads,2023-01-07,2024-06-20,22404.3,6939.4,1876.8,7238.855,23639.112,Iași,25-34,Male
CMP1476,Style Your Home Story,Paid Ads,2023-02-08,2024-07-14,11998.6,10771.2,4182,4276.401,8973.705,Bucharest,45-54,Female
CMP1477,Comfort & Chic Challenge,Email,2022-12-04,2024-04-26,26775,5229.2,3114.4,3581.101,9019.282,Bucharest,18-24,Female
CMP1478,Style Your Home Story,Email,2023-05-14,2024-10-23,58882.9,46512,7622.8,7493.515,19852.396,Cluj-Napoca,18-24,Male
CMP1479,Comfort & Chic Challenge,Paid Ads,2023-05-16,2024-10-16,28342.4,635.8,392.7,3532.243,10275.021,Cluj-Napoca,45-54,Female
CMP1480,Style Your Home Story,Social Media,2022-12-19,2024-05-16,13494.6,8350.4,2087.6,4687.988,15624.173,Cluj-Napoca,45-54,Male
CMP1481,Furniture Refresh Revolution,Social Media,2022-11-23,2024-04-15,45364.5,668.1,236.3,2671.21,8669.626,Iași,55+,Female
CMP1482,Comfort & Chic Challenge,Paid Ads,2023-05-07,2024-10-14,28371.3,27259.5,12265.5,4190.857,9758.833,Iași,45-54,Female
CMP1483,Sustainable Living Showcase,Email,2023-03-18,2024-08-16,28673.9,20019.2,6932.6,5194.605,12194.134,Bucharest,55+,Male
CMP1484,Comfort & Chic Challenge,Social Media,2023-01-23,2024-06-14,47785.3,22108.5,4341.8,6502.874,20729.375,Brașov,18-24,Female
CMP1485,Timeless Trends Transformation,Influencer Marketing,2022-08-26,2024-02-04,30450.4,25940.3,10749.1,7499.703,23378.621,Iași,18-24,Male
CMP1486,Furniture Refresh Revolution,Social Media,2022-11-02,2024-03-27,43997.7,22934.7,21025.6,4552.345,11116.504,Cluj-Napoca,18-24,Female
CMP1487,Furniture Refresh Revolution,Influencer Marketing,2023-06-01,2024-10-18,12605.5,1633.7,1054,3964.723,9477.33,Cluj-Napoca,35-44,Female
CMP1488,Furniture Refresh Revolution,Paid Ads,2022-12-20,2024-05-28,15893.3,3116.1,146.2,5302.827,20655.306,Iași,18-24,Male
CMP1489,Design Your Dream Space,Paid Ads,2023-04-21,2024-09-12,49033.1,24996.8,13666.3,4922.622,17782.51,Bucharest,55+,Female
CMP1490,Furniture Refresh Revolution,Email,2023-03-07,2024-08-17,84063.3,66181,16697.4,4286.958,6202.229,Cluj-Napoca,18-24,Female
CMP1491,Sustainable Living Showcase,Paid Ads,2022-08-28,2024-01-26,59022.3,47892.4,36096.1,7470.31,21292.347,Cluj-Napoca,45-54,Male
CMP1492,Design Your Dream Space,Email,2022-09-01,2024-01-22,4618.9,1254.6,78.2,7852.487,16688.56,Cluj-Napoca,35-44,Female
CMP1493,Furniture Refresh Revolution,Influencer Marketing,2022-12-03,2024-05-07,74621.5,15711.4,1698.3,4904.721,14955.903,Cluj-Napoca,18-24,Female
CMP1494,Furniture Refresh Revolution,Social Media,2022-10-20,2024-03-25,47101.9,34697,5117,8233.474,14073.654,Bucharest,25-34,Male
CMP1495,Comfort & Chic Challenge,Paid Ads,2023-04-18,2024-09-10,78676,62543,56251.3,2041.462,2789.921,Timișoara,18-24,Female
CMP1496,Comfort & Chic Challenge,Social Media,2022-12-27,2024-05-15,3534.3,1854.7,232.9,4134.23,15659.703,Bucharest,18-24,Female
CMP1497,Sustainable Living Showcase,Paid Ads,2022-09-24,2024-03-07,40798.3,11534.5,2067.2,2840.802,8489.12,Timișoara,55+,Female
CMP1498,Style Your Home Story,Paid Ads,2022-09-02,2024-02-09,39181.6,10058.9,8882.5,7880.044,12453.724,Timișoara,55+,Female
CMP1499,Comfort & Chic Challenge,Social Media,2022-09-07,2024-02-19,7012.5,3190.9,1654.1,1281.987,3770.073,Cluj-Napoca,45-54,Female
CMP1500,Sustainable Living Showcase,Influencer Marketing,2022-08-26,2024-02-03,20542.8,13826.1,13151.2,1847.016,3860.479,Timișoara,18-24,Female
CMP1501,Style Your Home Story,Paid Ads,2023-06-10,2024-11-05,44621.6,23881.6,15267.7,867.17,2612.713,Bucharest,35-44,Female
CMP1502,Design Your Dream Space,Email,2022-12-04,2024-05-12,41294.7,37377.9,5776.6,5726.671,17780.402,Bucharest,25-34,Female
CMP1503,Sustainable Living Showcase,Email,2023-04-04,2024-08-27,12775.5,3495.2,1422.9,294.219,1095.854,Timișoara,45-54,Female
CMP1504,Comfort & Chic Challenge,Email,2023-05-29,2024-11-04,13792.1,9589.7,644.3,3108.892,9600.478,Iași,25-34,Female
CMP1505,Style Your Home Story,Influencer Marketing,2023-04-25,2024-09-20,13516.7,7881.2,5348.2,8005.64,10597.885,Iași,25-34,Female
CMP1506,Timeless Trends Transformation,Paid Ads,2022-08-28,2024-02-05,80297.8,62534.5,35394,3285.335,11583.613,Iași,18-24,Female
CMP1507,Comfort & Chic Challenge,Email,2023-04-08,2024-08-23,39615.1,16408.4,10189.8,8471.168,28256.295,Bucharest,25-34,Male
CMP1508,Style Your Home Story,Social Media,2022-11-12,2024-04-10,53645.2,41852.3,40898.6,3251.641,8551.068,Brașov,45-54,Male
CMP1509,Style Your Home Story,Paid Ads,2022-09-10,2024-02-13,14422.8,8778.8,5956.8,1243.295,4628.777,Cluj-Napoca,45-54,Male
CMP1510,Comfort & Chic Challenge,Influencer Marketing,2023-02-27,2024-08-05,37196,15396.9,14783.2,1395.105,4261.832,Iași,55+,Female
CMP1511,Timeless Trends Transformation,Social Media,2022-10-11,2024-02-26,50119.4,5727.3,1545.3,5240.658,10006.676,Brașov,45-54,Female
CMP1512,Furniture Refresh Revolution,Influencer Marketing,2023-01-20,2024-06-16,63352.2,10625,1088,4880.513,13559.013,Cluj-Napoca,18-24,Female
CMP1513,Design Your Dream Space,Email,2023-06-02,2024-11-13,35320.9,4872.2,4634.2,7574.044,19101.2,Cluj-Napoca,45-54,Female
CMP1514,Furniture Refresh Revolution,Social Media,2022-09-08,2024-02-20,6126.8,987.7,848.3,1478.541,2320.534,Timișoara,45-54,Female
CMP1515,Style Your Home Story,Social Media,2023-05-03,2024-09-21,47771.7,29447.4,18550.4,6845.611,19783.478,Timișoara,18-24,Female
CMP1516,Furniture Refresh Revolution,Influencer Marketing,2023-04-04,2024-08-29,69235.9,38909.6,20213,7167.098,24192.547,Iași,35-44,Female
CMP1517,Furniture Refresh Revolution,Paid Ads,2022-09-04,2024-02-04,42704,34501.5,19934.2,5867.023,20595.857,Bucharest,18-24,Male
CMP1518,Design Your Dream Space,Influencer Marketing,2022-10-27,2024-03-18,33867.4,18672.8,7940.7,3029.621,10472.663,Bucharest,55+,Female
CMP1519,Furniture Refresh Revolution,Social Media,2023-05-19,2024-10-06,22349.9,9788.6,5152.7,5768.933,21116.873,Iași,18-24,Male
CMP1520,Sustainable Living Showcase,Email,2023-01-18,2024-07-01,19424.2,2799.9,2193,6474.535,16134.479,Bucharest,55+,Female
CMP1521,Timeless Trends Transformation,Email,2023-03-02,2024-08-03,43406.1,396.1,144.5,7197.307,10200.136,Bucharest,18-24,Male
CMP1522,Comfort & Chic Challenge,Social Media,2023-01-26,2024-06-20,70121.6,21168.4,9742.7,4795.105,13937.246,Brașov,25-34,Male
CMP1523,Furniture Refresh Revolution,Influencer Marketing,2023-04-08,2024-09-08,3160.3,2089.3,1718.7,2333.369,2966.415,Timișoara,18-24,Female
CMP1524,Design Your Dream Space,Social Media,2023-02-06,2024-07-09,73225.8,51515.1,34780.3,6849.589,9993.688,Bucharest,18-24,Female
CMP1525,Sustainable Living Showcase,Social Media,2022-12-07,2024-05-06,20083.8,10453.3,9729.1,3180.224,4312.866,Timișoara,55+,Female
CMP1526,Design Your Dream Space,Paid Ads,2022-12-23,2024-05-28,67233.3,56016.7,43083.1,2276.793,4101.539,Bucharest,25-34,Male
CMP1527,Sustainable Living Showcase,Email,2023-01-13,2024-06-14,43904.2,32612.8,30348.4,8405.038,24162.321,Cluj-Napoca,18-24,Female
CMP1528,Style Your Home Story,Social Media,2023-03-06,2024-08-17,72637.6,16354,13486.1,7479.235,22295.279,Timișoara,55+,Female
CMP1529,Sustainable Living Showcase,Influencer Marketing,2022-10-12,2024-03-05,22798.7,6114.9,5635.5,1249.33,3417.119,Timișoara,35-44,Male
CMP1530,Style Your Home Story,Paid Ads,2022-08-26,2024-02-02,35846.2,27613.1,17997.9,1282.854,5066.595,Timișoara,45-54,Female
CMP1531,Sustainable Living Showcase,Paid Ads,2023-05-09,2024-10-02,23698,7092.4,952,3930.094,13597.603,Brașov,45-54,Female
CMP1532,Timeless Trends Transformation,Paid Ads,2023-03-15,2024-08-17,30171.6,22132.3,9620.3,2037.501,7973.646,Cluj-Napoca,25-34,Male
CMP1533,Timeless Trends Transformation,Influencer Marketing,2022-11-13,2024-04-17,10494.1,3976.3,1419.5,3175.583,12488.727,Timișoara,35-44,Female
CMP1534,Furniture Refresh Revolution,Influencer Marketing,2023-04-29,2024-09-23,57312.1,53330.7,24763.9,3594.259,12204.266,Cluj-Napoca,18-24,Male
CMP1535,Timeless Trends Transformation,Email,2023-04-01,2024-09-12,3468,3078.7,1618.4,6783.068,20681.69,Iași,45-54,Male
CMP1536,Furniture Refresh Revolution,Social Media,2023-02-03,2024-06-24,42862.1,42160,20143.3,2474.928,4612.219,Cluj-Napoca,25-34,Female
CMP1537,Sustainable Living Showcase,Paid Ads,2023-05-18,2024-10-27,24381.4,13924.7,11284.6,7684.663,29473.036,Cluj-Napoca,55+,Female
CMP1538,Furniture Refresh Revolution,Email,2022-12-01,2024-04-24,29488.2,12605.5,10018.1,7935.498,20934.072,Bucharest,55+,Female
CMP1539,Comfort & Chic Challenge,Paid Ads,2022-09-16,2024-02-21,18006.4,9824.3,7140,8236.398,19933.809,Bucharest,45-54,Female
CMP1540,Sustainable Living Showcase,Email,2023-04-10,2024-08-25,56878.6,30423.2,29088.7,4754.101,12447.944,Timișoara,55+,Female
CMP1541,Furniture Refresh Revolution,Influencer Marketing,2023-05-31,2024-11-01,52093.1,35934.6,3991.6,1413.635,4223.803,Iași,45-54,Female
CMP1542,Comfort & Chic Challenge,Email,2023-05-10,2024-10-03,36682.6,18351.5,9069.5,3009.068,6504.999,Timișoara,18-24,Female
CMP1543,Sustainable Living Showcase,Email,2022-10-02,2024-02-17,46454.2,12863.9,2412.3,2963.372,3923.617,Iași,18-24,Male
CMP1544,Sustainable Living Showcase,Social Media,2022-10-23,2024-03-21,39842.9,16158.5,2359.6,6070.581,7287.118,Brașov,18-24,Female
CMP1545,Style Your Home Story,Influencer Marketing,2023-01-16,2024-06-22,56270,14400.7,13120.6,5841.2,20042.32,Cluj-Napoca,35-44,Female
CMP1546,Furniture Refresh Revolution,Paid Ads,2023-05-19,2024-10-27,31014.8,5253,1677.9,6971.258,26058.28,Bucharest,45-54,Female
CMP1547,Furniture Refresh Revolution,Email,2022-10-01,2024-02-28,71479.9,4518.6,1390.6,2857.989,6903.7,Bucharest,18-24,Male
CMP1548,Comfort & Chic Challenge,Email,2023-01-10,2024-05-26,3383,3216.4,651.1,4470.065,9331.878,Timișoara,55+,Female
CMP1549,Design Your Dream Space,Influencer Marketing,2023-05-14,2024-10-25,49170.8,33080.3,29279.1,3691.414,10522.439,Bucharest,25-34,Male
CMP1550,Design Your Dream Space,Email,2023-05-19,2024-10-02,9980.7,7867.6,1450.1,6412.094,21051.083,Bucharest,55+,Male
CMP1551,Timeless Trends Transformation,Email,2022-11-16,2024-04-09,63326.7,36065.5,7763.9,7263.675,24812.265,Brașov,35-44,Male
CMP1552,Style Your Home Story,Email,2022-08-20,2024-01-20,44421,18293.7,6658.9,789.888,1845.112,Cluj-Napoca,25-34,Male
CMP1553,Comfort & Chic Challenge,Paid Ads,2022-11-06,2024-04-06,26134.1,2053.6,232.9,271.694,394.111,Cluj-Napoca,25-34,Female
CMP1554,Sustainable Living Showcase,Paid Ads,2022-11-02,2024-04-04,28442.7,21260.2,20811.4,2446.793,4325.871,Iași,45-54,Female
CMP1555,Comfort & Chic Challenge,Email,2022-11-09,2024-03-29,70465,35813.9,12738.1,5595.788,16708.195,Bucharest,55+,Female
CMP1556,Timeless Trends Transformation,Influencer Marketing,2022-09-04,2024-02-15,74721.8,12291,3894.7,3428.339,9184.896,Brașov,25-34,Male
CMP1557,Sustainable Living Showcase,Email,2023-04-17,2024-09-04,66454.7,8726.1,6907.1,2473.296,8286.939,Timișoara,18-24,Male
CMP1558,Style Your Home Story,Paid Ads,2022-08-21,2024-01-18,38108.9,782,540.6,6466.29,8970.509,Bucharest,55+,Female
CMP1559,Style Your Home Story,Email,2022-12-26,2024-05-14,44115,31288.5,10407.4,580.72,1981.503,Bucharest,18-24,Female
CMP1560,Furniture Refresh Revolution,Paid Ads,2022-08-25,2024-01-24,81368.8,66534.6,36201.5,6764.351,17122.077,Bucharest,18-24,Female
CMP1561,Sustainable Living Showcase,Social Media,2022-11-02,2024-03-30,35178.1,16454.3,4061.3,1695.24,2318.001,Cluj-Napoca,18-24,Female
CMP1562,Design Your Dream Space,Paid Ads,2023-05-12,2024-10-01,21273.8,2208.3,652.8,6539.764,8694.684,Timișoara,55+,Male
CMP1563,Furniture Refresh Revolution,Social Media,2023-05-30,2024-10-19,8124.3,4394.5,251.6,8465.439,10686.081,Brașov,45-54,Male
CMP1564,Timeless Trends Transformation,Influencer Marketing,2022-09-07,2024-01-27,23823.8,22094.9,4000.1,4708.847,7890.89,Bucharest,25-34,Female
CMP1565,Design Your Dream Space,Paid Ads,2022-08-22,2024-01-16,70034.9,13304.2,9081.4,2927.4,6123.043,Cluj-Napoca,45-54,Female
CMP1566,Style Your Home Story,Social Media,2022-11-12,2024-04-13,54632.9,40798.3,39780,4365.226,15773.892,Brașov,45-54,Female
CMP1567,Timeless Trends Transformation,Paid Ads,2023-03-23,2024-08-06,59748.2,5169.7,1472.2,5463.29,12328.672,Bucharest,55+,Female
CMP1568,Furniture Refresh Revolution,Paid Ads,2023-01-24,2024-06-13,30125.7,26548.9,3250.4,8200.341,10210.574,Brașov,55+,Male
CMP1569,Furniture Refresh Revolution,Influencer Marketing,2022-10-30,2024-03-23,57800,5844.6,2174.3,3717.917,7614.198,Iași,25-34,Male
CMP1570,Timeless Trends Transformation,Paid Ads,2022-08-22,2024-01-25,74856.1,7364.4,2097.8,4661.859,8788.864,Brașov,25-34,Female
CMP1571,Style Your Home Story,Social Media,2022-10-31,2024-03-15,6002.7,4051.1,3022.6,6930.322,19953.172,Cluj-Napoca,45-54,Female
CMP1572,Sustainable Living Showcase,Email,2023-06-02,2024-10-26,61381.9,47161.4,34822.8,8192.708,30815.254,Cluj-Napoca,55+,Female
CMP1573,Furniture Refresh Revolution,Influencer Marketing,2022-12-28,2024-06-09,37170.5,7741.8,6230.5,7775.562,10608.799,Bucharest,45-54,Male
CMP1574,Design Your Dream Space,Paid Ads,2023-04-22,2024-09-23,74179.5,21372.4,6368.2,4174.248,5248.886,Timișoara,18-24,Male
CMP1575,Furniture Refresh Revolution,Social Media,2023-03-05,2024-08-07,73625.3,40176.1,23126.8,707.03,1354.509,Timișoara,45-54,Male
CMP1576,Style Your Home Story,Influencer Marketing,2023-03-08,2024-08-19,1898.9,1541.9,452.2,241.451,468.928,Bucharest,55+,Female
CMP1577,Timeless Trends Transformation,Influencer Marketing,2022-12-03,2024-04-30,63275.7,52115.2,39859.9,8286.582,25500.493,Bucharest,35-44,Female
CMP1578,Comfort & Chic Challenge,Email,2022-09-15,2024-02-04,11617.8,7697.6,3418.7,2791.383,3627.171,Cluj-Napoca,25-34,Male
CMP1579,Design Your Dream Space,Influencer Marketing,2023-03-22,2024-08-24,34814.3,22127.2,5414.5,7759.667,20795.165,Timișoara,25-34,Male
CMP1580,Design Your Dream Space,Influencer Marketing,2023-05-23,2024-10-14,62012.6,30567.7,421.6,5927.152,16266.212,Timișoara,45-54,Female
CMP1581,Comfort & Chic Challenge,Influencer Marketing,2023-04-05,2024-09-12,7308.3,3821.6,3428.9,4909.464,8575.888,Bucharest,18-24,Female
CMP1582,Comfort & Chic Challenge,Social Media,2023-03-28,2024-08-11,62072.1,19007.7,7226.7,732.309,2913.205,Bucharest,25-34,Female
CMP1583,Timeless Trends Transformation,Email,2023-03-14,2024-08-16,61511.1,16333.6,14070.9,6311.182,16715.947,Timișoara,55+,Male
CMP1584,Sustainable Living Showcase,Influencer Marketing,2022-12-26,2024-05-24,17680,17419.9,14810.4,2802.96,10401.603,Brașov,45-54,Female
CMP1585,Furniture Refresh Revolution,Email,2023-06-06,2024-11-07,17147.9,8001.9,980.9,326.06,630.496,Timișoara,55+,Male
CMP1586,Comfort & Chic Challenge,Paid Ads,2022-12-09,2024-05-01,71316.7,55749.8,23295.1,8334.947,24772.57,Iași,25-34,Male
CMP1587,Style Your Home Story,Influencer Marketing,2022-12-09,2024-05-13,12132.9,10908.9,4192.2,4343.585,6949.6,Cluj-Napoca,25-34,Female
CMP1588,Furniture Refresh Revolution,Paid Ads,2023-03-12,2024-08-02,79716.4,65067.5,57369.9,7586.097,17634.933,Bucharest,18-24,Female
CMP1589,Sustainable Living Showcase,Social Media,2023-01-13,2024-06-17,43980.7,29928.5,20884.5,6221.184,21688.022,Brașov,18-24,Male
CMP1590,Sustainable Living Showcase,Email,2022-10-11,2024-03-24,23154,5808.9,4894.3,8423.653,20466.895,Cluj-Napoca,55+,Female
CMP1591,Design Your Dream Space,Influencer Marketing,2023-02-28,2024-08-11,25075,12348.8,8857,1611.685,5699.114,Brașov,25-34,Female
CMP1592,Sustainable Living Showcase,Social Media,2023-01-21,2024-06-25,57658.9,7303.2,1548.7,6111.109,10274.443,Iași,45-54,Female
CMP1593,Furniture Refresh Revolution,Influencer Marketing,2022-12-26,2024-05-26,58607.5,7228.4,329.8,6234.954,23881.022,Timișoara,55+,Female
CMP1594,Style Your Home Story,Email,2022-09-16,2024-02-06,13719,265.2,112.2,952.408,2165.817,Brașov,35-44,Female
CMP1595,Timeless Trends Transformation,Email,2022-08-20,2024-01-27,78956.5,32123.2,9972.2,5051.975,9654.453,Cluj-Napoca,55+,Male
CMP1596,Furniture Refresh Revolution,Influencer Marketing,2023-04-21,2024-09-07,12340.3,9521.7,4659.7,8341.985,14103.71,Iași,35-44,Female
CMP1597,Timeless Trends Transformation,Social Media,2022-10-06,2024-03-07,74959.8,19232.1,13135.9,790.109,2178.363,Brașov,25-34,Female
CMP1598,Furniture Refresh Revolution,Email,2023-05-09,2024-10-12,73322.7,7017.6,1402.5,281.809,637.092,Iași,18-24,Male
CMP1599,Comfort & Chic Challenge,Paid Ads,2023-03-19,2024-08-12,69490.9,27211.9,23125.1,1732.436,5955.1,Brașov,18-24,Female
CMP1600,Design Your Dream Space,Influencer Marketing,2023-05-31,2024-10-26,11051.7,10971.8,2320.5,7627.73,13358.107,Timișoara,18-24,Male
CMP1601,Furniture Refresh Revolution,Email,2022-11-03,2024-03-31,33131.3,1977.1,1577.6,8286.225,23079.268,Bucharest,18-24,Male
CMP1602,Timeless Trends Transformation,Influencer Marketing,2022-12-02,2024-04-16,52708.5,52040.4,27965,5788.908,13999.041,Brașov,55+,Female
CMP1603,Style Your Home Story,Email,2023-05-07,2024-10-07,75656.8,58260.7,16260.5,4651.557,15267.479,Iași,25-34,Female
CMP1604,Sustainable Living Showcase,Email,2023-06-07,2024-11-05,71462.9,45378.1,24167.2,4797.859,18792.378,Cluj-Napoca,35-44,Female
CMP1605,Timeless Trends Transformation,Influencer Marketing,2022-11-12,2024-04-01,2482,950.3,86.7,4617.778,6414.525,Cluj-Napoca,18-24,Female
CMP1606,Comfort & Chic Challenge,Paid Ads,2022-11-01,2024-03-31,32850.8,29418.5,192.1,6748.167,25169.707,Iași,35-44,Male
CMP1607,Design Your Dream Space,Email,2023-01-14,2024-06-08,13491.2,4906.2,2337.5,4719.591,7211.638,Iași,35-44,Female
CMP1608,Timeless Trends Transformation,Social Media,2023-01-06,2024-06-03,76341.9,47594.9,11362.8,549.661,841.296,Cluj-Napoca,18-24,Male
CMP1609,Timeless Trends Transformation,Social Media,2023-04-08,2024-08-21,82436.4,613.7,132.6,3563.761,13320.826,Iași,35-44,Female
CMP1610,Sustainable Living Showcase,Paid Ads,2023-01-06,2024-06-08,21540.7,7512.3,3629.5,530.723,739.789,Brașov,45-54,Female
CMP1611,Comfort & Chic Challenge,Email,2022-10-15,2024-03-27,47390.9,28029.6,6723.5,7189.674,11958.293,Bucharest,45-54,Male
CMP1612,Sustainable Living Showcase,Influencer Marketing,2022-09-28,2024-02-26,74366.5,49755.6,21073.2,1572.024,5311.344,Cluj-Napoca,25-34,Male
CMP1613,Design Your Dream Space,Social Media,2023-05-20,2024-10-13,35773.1,29680.3,19901.9,5607.11,17354.008,Iași,45-54,Female
CMP1614,Design Your Dream Space,Influencer Marketing,2023-01-16,2024-06-25,26717.2,10820.5,8168.5,3378.359,8532.487,Timișoara,35-44,Female
CMP1615,Design Your Dream Space,Social Media,2022-09-09,2024-02-18,45721.5,33513.8,11150.3,2163.233,6630.289,Bucharest,35-44,Female
CMP1616,Comfort & Chic Challenge,Social Media,2022-09-07,2024-02-09,44750.8,21302.7,10261.2,1012.18,3023.127,Brașov,18-24,Female
CMP1617,Sustainable Living Showcase,Email,2023-02-05,2024-06-29,32915.4,14708.4,12875.8,6126.953,14973.209,Brașov,18-24,Male
CMP1618,Style Your Home Story,Paid Ads,2023-03-31,2024-08-22,83271.1,20814.8,16524,746.181,1119.365,Cluj-Napoca,35-44,Female
CMP1619,Furniture Refresh Revolution,Paid Ads,2023-05-22,2024-10-11,19663.9,6606.2,5200.3,429.046,1086.47,Brașov,35-44,Female
CMP1620,Design Your Dream Space,Social Media,2022-11-22,2024-04-19,34899.3,571.2,448.8,5271.768,9052.789,Iași,25-34,Female
CMP1621,Sustainable Living Showcase,Social Media,2023-06-10,2024-11-10,52980.5,5213.9,2077.4,5063.059,9704.807,Iași,55+,Female
CMP1622,Furniture Refresh Revolution,Influencer Marketing,2022-10-29,2024-03-15,47049.2,16391.4,12073.4,1072.904,2725.219,Timișoara,45-54,Female
CMP1623,Design Your Dream Space,Influencer Marketing,2023-06-08,2024-11-15,45911.9,8296,5955.1,2834.036,5351.889,Cluj-Napoca,35-44,Female
CMP1624,Sustainable Living Showcase,Influencer Marketing,2023-01-29,2024-06-13,4894.3,2085.9,1965.2,3270.817,6629.422,Brașov,45-54,Female
CMP1625,Style Your Home Story,Influencer Marketing,2022-12-06,2024-05-19,17620.5,17025.5,2922.3,468.945,1382.78,Bucharest,35-44,Male
CMP1626,Style Your Home Story,Social Media,2022-10-23,2024-03-30,15804.9,1642.2,889.1,3514.138,6014.906,Bucharest,18-24,Female
CMP1627,Furniture Refresh Revolution,Paid Ads,2023-02-20,2024-07-20,4139.5,1218.9,919.7,7657.174,14652.725,Brașov,25-34,Male
CMP1628,Timeless Trends Transformation,Email,2023-02-18,2024-07-27,1965.2,499.8,311.1,7023.567,13860.967,Bucharest,55+,Female
CMP1629,Design Your Dream Space,Influencer Marketing,2022-09-01,2024-01-20,14501,6448.1,2187.9,8035.407,17271.626,Bucharest,18-24,Female
CMP1630,Furniture Refresh Revolution,Paid Ads,2022-10-09,2024-02-25,12503.5,870.4,821.1,6681.051,18953.657,Brașov,35-44,Male
CMP1631,Design Your Dream Space,Email,2023-03-06,2024-08-15,54777.4,45342.4,326.4,8393.665,18529.235,Bucharest,55+,Female
CMP1632,Furniture Refresh Revolution,Paid Ads,2023-05-24,2024-10-19,62029.6,54816.5,46954,893.639,2741.998,Timișoara,35-44,Female
CMP1633,Design Your Dream Space,Influencer Marketing,2022-09-10,2024-02-13,43300.7,37791,8260.3,4874.461,9966.947,Bucharest,35-44,Male
CMP1634,Sustainable Living Showcase,Email,2023-03-02,2024-07-20,75233.5,18609.9,14688,6359.326,19560.472,Iași,55+,Female
CMP1635,Style Your Home Story,Influencer Marketing,2022-11-14,2024-03-31,24894.8,18453.5,6713.3,2549.881,8963.42,Brașov,25-34,Female
CMP1636,Comfort & Chic Challenge,Social Media,2023-02-23,2024-07-20,77061,644.3,640.9,3072.869,4522.068,Brașov,18-24,Female
CMP1637,Comfort & Chic Challenge,Social Media,2023-05-03,2024-09-27,26329.6,15313.6,2080.8,4562.817,12294.519,Timișoara,45-54,Male
CMP1638,Style Your Home Story,Email,2023-05-14,2024-10-23,67930.3,25386.1,17146.2,7831.645,29024.729,Brașov,18-24,Female
CMP1639,Sustainable Living Showcase,Paid Ads,2023-04-11,2024-09-12,67479.8,5871.8,1166.2,701.063,1733.507,Iași,35-44,Female
CMP1640,Timeless Trends Transformation,Paid Ads,2023-04-20,2024-09-30,78404,10327.5,5557.3,7721.281,13209.731,Brașov,55+,Female
CMP1641,Furniture Refresh Revolution,Paid Ads,2022-11-29,2024-04-18,3887.9,3143.3,649.4,3751.39,6166.291,Bucharest,25-34,Male
CMP1642,Sustainable Living Showcase,Social Media,2022-11-14,2024-04-24,28485.2,15175.9,8338.5,3685.753,8320.225,Cluj-Napoca,35-44,Male
CMP1643,Comfort & Chic Challenge,Paid Ads,2023-01-12,2024-06-09,61436.3,34448.8,8415,4424.76,15270.488,Bucharest,35-44,Female
CMP1644,Style Your Home Story,Influencer Marketing,2022-11-12,2024-04-15,35275,20440.8,8627.5,6184.464,18542.495,Iași,18-24,Female
CMP1645,Design Your Dream Space,Influencer Marketing,2022-12-27,2024-05-26,64285.5,24388.2,826.2,4663.695,12054.564,Bucharest,18-24,Male
CMP1646,Style Your Home Story,Social Media,2023-05-20,2024-10-03,54071.9,24442.6,413.1,3607.009,5736.514,Bucharest,18-24,Male
CMP1647,Sustainable Living Showcase,Paid Ads,2022-12-21,2024-06-02,61517.9,45917,32026.3,608.515,2070.787,Bucharest,18-24,Female
CMP1648,Style Your Home Story,Influencer Marketing,2023-03-10,2024-07-30,6575.6,2162.4,722.5,4377.925,12443.643,Timișoara,35-44,Male
CMP1649,Furniture Refresh Revolution,Email,2022-10-12,2024-03-25,8705.7,4100.4,839.8,4809.776,7709.721,Brașov,45-54,Female
CMP1650,Furniture Refresh Revolution,Social Media,2023-04-20,2024-09-24,9040.6,3228.3,756.5,5916.051,22795.504,Bucharest,35-44,Female
CMP1651,Sustainable Living Showcase,Email,2023-05-05,2024-10-02,46064.9,37988.2,2748.9,2895.457,10941.982,Cluj-Napoca,55+,Female
CMP1652,Design Your Dream Space,Paid Ads,2023-03-30,2024-08-21,24682.3,5922.8,3685.6,4789.444,12143.559,Iași,45-54,Female
CMP1653,Design Your Dream Space,Paid Ads,2023-02-17,2024-07-29,53958,35263.1,7558.2,597.38,1499.638,Timișoara,25-34,Male
